Trinity,XM,E,length,chr,OG,TC,Chromosome/scaffold name,Gene start (bp),Transcript length (including UTRs and CDS),Gene % GC content,Transcript count,Gene description,iB,Gene_Location,phase,dali11,lethality,sex,chrom_num,chrom_name,Tcas_Robust_TMM,Tcas_ancestral_node,Tcas_Robust_ACE,Tcas_Robust_log2(Current:Ancestral),Tcas_Robust(Current:Ancestral),Tcas_abs(Current-Ancestral),Tcon-M-ACE-R-Robust-mean(current),Tcon-ancestral-node,Tcon_robust_ACE,Tcon_Robust(Current:Ancestral),Tcon_Robust_log2(Current:Ancestral),Tcon_abs(Current-Ancestral),Tfrem_Robust_TMM,Tfrem_ancestral_node,Tfrem_Robust_ACE,Tfrem_Robust(Current:Ancestral),Tfrem_Robust_log2(Current:Ancestral),Tfrem_abs(Current-Ancestral),Tbrev_Robust_TMM,Tbrev_ancestral_node,Tbrev_Robust_ACE,Tbrev_Robust(Current:Ancestral),Tbrev_Robust_log2(Current:Ancestral),Tbrev_abs(Current-Ancestral),Gcorn_Robust_TMM,Gcorn_ancestral_node,Gcorn_Robust_ACE,Gcorn_Robust(Current:Ancestral),Gcorn_Robust_log2(Current:Ancestral),Gcorn_abs(Current-Ancestral)
T_cast_DN4534_c0_g1_i1.p1.p1,XM_964527.4,0,1647,LG4,OG0012568,TC008012,LG4,3879445,2225,45.64,1,Serine/threonine-protein kinase PAK mbt-like Protein [Source:UniProtKB/TrEMBL;Acc:D1ZZB1],iB_01302,LG4,I,0,low,Male,LG4,Autosome,0.69202328,D_Tfree-Tcast_anc,0.66576479,0.055808,1.0394411,0.02625849,1.489234063,C_Tconf_anc,1.120638514,1.328915653,0.410249539,0.368595549,0.518408233,D_Tfree-Tcast_anc,0.665764791,0.778665739,-0.360923944706401,0.147356558,1.619856763,B_Tbrev_anc,1.186987374,1.364679018,0.448561659016873,0.43286939,0.897229086,A_MRCA,1.121680375,0.799897284,-0.32211334073785,0.224451289
T_cast_DN4539_c0_g1_i1.p1.p1,XM_008192870.2,0,612,LG3,OG0012318,TC031044,LG3,12818813,671,36.21,1,FAM206 family protein CG9288-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WL98],iB_14830,LG3,III,20,low,Male,LG3,Autosome,0.25678525,D_Tfree-Tcast_anc,0.33293668,-0.3746855,0.77127352,0.07615144,1.34378286,C_Tconf_anc,0.80383214,1.671720739,0.741333865,0.53995072,0.283724691,D_Tfree-Tcast_anc,0.332936684,0.852188134,-0.230756131412723,0.049211992,1.049583343,B_Tbrev_anc,0.82184762,1.277102125,0.35287389690509,0.227735722,0.542526125,A_MRCA,0.758892912,0.714891543,-0.484203708880191,0.216366787
T_cast_DN4546_c0_g1_i13.p1.p1,XM_962676.3,0,1695,LG5,OG0011393,TC010914,LG5,1328465,2571,33.52,1,Serine/threonine-protein kinase PAK mbt-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WMU4],iB_01762,LG5,I,20,low,Male,LG5,Autosome,1.71854205,D_Tfree-Tcast_anc,1.68648595,0.02716486,1.01900763,0.0320561,1.606101896,C_Tconf_anc,1.630821408,0.984842294,-0.022035376,0.024719512,1.66924905,D_Tfree-Tcast_anc,1.686485946,0.989779401,-0.0148210774049072,0.017236897,1.784532585,B_Tbrev_anc,1.616179399,1.104167388,0.142958895685036,0.168353186,1.199670957,A_MRCA,1.522304892,0.78806221,-0.343618574070841,0.322633935
T_cast_DN4546_c0_g1_i15.p3.p1,XM_008201083.2,1.00E-164,310,LG5,OG0010271,TC010915,LG5,1322438,513,43.67,1,,iB_10985,LG5,II,70,low,Male,LG5,Autosome,0.04909361,D_Tfree-Tcast_anc,0.15857434,-1.691552,0.30959369,0.10948072,0.08240519,C_Tconf_anc,0.127179633,0.647943292,-0.626060542,0.044774443,0.276413068,D_Tfree-Tcast_anc,0.158574337,1.743113501,0.801666511710421,0.117838731,0.125785888,B_Tbrev_anc,0.128786307,0.976702339,-0.0340091428979498,0.00300042,0.146317769,A_MRCA,0.132737625,1.102308169,0.140527610154006,0.013580143
T_cast_DN456_c0_g1_i1.p1.p1,XM_969285.4,0,687,LG5,OG0013976,TC014322,LG5,9046791,1576,39.34,1,Repressor of RNA polymerase III transcription MAF1 [Source:UniProtKB/TrEMBL;Acc:D6WLB0],iB_05608,LG5,I,10,low,Male,LG5,Autosome,2.15221872,D_Tfree-Tcast_anc,2.06970227,0.05640145,1.03986875,0.08251645,3.697530379,C_Tconf_anc,3.068602405,1.204955837,0.268980271,0.628927974,1.721255149,D_Tfree-Tcast_anc,2.069702268,0.831643843,-0.265962277363823,0.348447119,4.771895017,B_Tbrev_anc,3.272055933,1.458378192,0.544364893337373,1.499839083,2.069497285,A_MRCA,3.00101797,0.689598432,-0.536171601782415,0.931520685
T_cast_DN4566_c0_g1_i1.p2.p1,XM_969489.3,0,699,LG7,OG0013984,TC009150,LG7,3786080,2061,38.91,1,Peroxisomal membrane protein 11B-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WTR4],iB_07292,LG7,II,50,low,Male,LG7,Autosome,2.17447767,D_Tfree-Tcast_anc,1.61254596,0.43132861,1.34847484,0.5619317,1.403532037,C_Tconf_anc,1.434925891,0.97812162,-0.031914233,0.031393854,1.097900894,D_Tfree-Tcast_anc,1.612545963,0.680849364,-0.554592453298682,0.51464507,0.918172349,B_Tbrev_anc,1.373012545,0.668728303,-0.580507916286401,0.454840196,1.736090972,A_MRCA,1.45484476,1.193316992,0.254977330419743,0.281246213
T_cast_DN4567_c0_g1_i1.p1.p1,XM_961773.4,0,1407,LG9,OG0013533,TC012566,LG9,11526969,1849,49.79,1,Facilitated trehalose transporter Tret1-1-like Protein [Source:UniProtKB/TrEMBL;Acc:D6X387],iB_13663,LG9,III,50,low,Male,LG9,Autosome,0.14326016,D_Tfree-Tcast_anc,0.19169201,-0.4201527,0.74734552,0.04843184,1.25335722,C_Tconf_anc,0.708575727,1.768840185,0.822803706,0.544781493,0.102517265,D_Tfree-Tcast_anc,0.191692005,0.534801986,-0.902923271015557,0.08917474,1.198810663,B_Tbrev_anc,0.743676444,1.612005696,0.688856841191442,0.455134219,0.178659936,A_MRCA,0.616330535,0.289876821,-1.78648811866809,0.437670599
T_cast_DN4568_c0_g1_i2.p1.p1,XM_008201937.2,0,756,LG7,OG0013547,TC015900,LG7,4011063,1047,48.31,1,SAGA-associated factor 11 [Source:UniProtKB/TrEMBL;Acc:D6WTZ6],iB_09216,LG7,II,10,low,Male,LG7,Autosome,0.65416629,D_Tfree-Tcast_anc,0.67808724,-0.0518135,0.96472289,0.02392096,0.925801013,C_Tconf_anc,0.726036327,1.275144203,0.350660407,0.199764686,0.689243027,D_Tfree-Tcast_anc,0.678087243,1.016451842,0.0235418642607442,0.011155784,0.387891229,B_Tbrev_anc,0.681547925,0.569132727,-0.813162952314545,0.293656696,0.88204248,A_MRCA,0.726736271,1.213703671,0.279416226947107,0.155306209
T_cast_DN458_c0_g2_i13.p1.p1,NM_001143851.1,0,1288,LGX,OG0010408,TC030076,LGX,1826283,3011,38.64,2,Serpin peptidase inhibitor 4 [Source:UniProtKB/TrEMBL;Acc:A0A139WNU9],iB_02587,LGX,I,20,low,Male,LGX,X,3.08993311,D_Tfree-Tcast_anc,3.59221715,-0.217299,0.86017437,0.50228404,5.36942927,C_Tconf_anc,4.955327818,1.083566914,0.115788247,0.414101452,3.731609128,D_Tfree-Tcast_anc,3.592217152,1.038803884,0.0549233126426874,0.139391976,7.400928729,B_Tbrev_anc,5.375063239,1.376900773,0.461424594800449,2.02586549,4.839352969,A_MRCA,5.254322499,0.921023209,-0.118690583474177,0.41496953
T_cast_DN458_c0_g2_i13.p1.p1,NM_001143851.1,0,1288,LGX,OG0010408,TC030076,LGX,1826283,3011,38.64,2,Serpin peptidase inhibitor 4 [Source:UniProtKB/TrEMBL;Acc:A0A139WNU9],iB_10044,LGX,II,10,low,Male,LGX,X,3.08993311,D_Tfree-Tcast_anc,3.59221715,-0.217299,0.86017437,0.50228404,5.36942927,C_Tconf_anc,4.955327818,1.083566914,0.115788247,0.414101452,3.731609128,D_Tfree-Tcast_anc,3.592217152,1.038803884,0.0549233126426874,0.139391976,7.400928729,B_Tbrev_anc,5.375063239,1.376900773,0.461424594800449,2.02586549,4.839352969,A_MRCA,5.254322499,0.921023209,-0.118690583474177,0.41496953
T_cast_DN458_c0_g2_i13.p1.p1,NM_001143851.1,0,1288,LGX,OG0010408,TC030076,LGX,1826283,2906,38.64,2,Serpin peptidase inhibitor 4 [Source:UniProtKB/TrEMBL;Acc:A0A139WNU9],iB_02587,LGX,I,20,low,Male,LGX,X,3.08993311,D_Tfree-Tcast_anc,3.59221715,-0.217299,0.86017437,0.50228404,5.36942927,C_Tconf_anc,4.955327818,1.083566914,0.115788247,0.414101452,3.731609128,D_Tfree-Tcast_anc,3.592217152,1.038803884,0.0549233126426874,0.139391976,7.400928729,B_Tbrev_anc,5.375063239,1.376900773,0.461424594800449,2.02586549,4.839352969,A_MRCA,5.254322499,0.921023209,-0.118690583474177,0.41496953
T_cast_DN458_c0_g2_i13.p1.p1,NM_001143851.1,0,1288,LGX,OG0010408,TC030076,LGX,1826283,2906,38.64,2,Serpin peptidase inhibitor 4 [Source:UniProtKB/TrEMBL;Acc:A0A139WNU9],iB_10044,LGX,II,10,low,Male,LGX,X,3.08993311,D_Tfree-Tcast_anc,3.59221715,-0.217299,0.86017437,0.50228404,5.36942927,C_Tconf_anc,4.955327818,1.083566914,0.115788247,0.414101452,3.731609128,D_Tfree-Tcast_anc,3.592217152,1.038803884,0.0549233126426874,0.139391976,7.400928729,B_Tbrev_anc,5.375063239,1.376900773,0.461424594800449,2.02586549,4.839352969,A_MRCA,5.254322499,0.921023209,-0.118690583474177,0.41496953
T_cast_DN458_c0_g3_i3.p1.p1,XM_964580.3,0,501,LGX,OG0012216,TC004117,LGX,1819671,892,43.44,1,Translocon-associated protein subunit delta-like Protein [Source:UniProtKB/TrEMBL;Acc:D6W6R4],iB_00663,LGX,I,20,low,Male,LGX,X,4.8960112,D_Tfree-Tcast_anc,5.86302731,-0.2600389,0.83506539,0.96701611,0.093749447,C_Tconf_anc,2.440524472,0.038413648,-4.702237221,2.346775025,7.741194029,D_Tfree-Tcast_anc,5.863027306,1.320340777,0.40091033415022,1.878166723,0.135898174,B_Tbrev_anc,1.804833918,0.075296775,-3.73126811292102,1.668935745,0.068528252,A_MRCA,1.413497701,0.048481333,-4.36642683704973,1.344969449
T_cast_DN4581_c0_g1_i1.p1.p1,XM_015983936.1,0,2094,LG2,OG0013411,TC000821,LG2,6241026,2388,31.78,1,Laccase 1 [Source:UniProtKB/TrEMBL;Acc:Q49I37],iB_00177,LG2,I,0,low,Male,LG2,"LG2,Neo-X",0.46471419,D_Tfree-Tcast_anc,0.98172992,-1.0789825,0.47336256,0.51701573,3.196479863,C_Tconf_anc,1.586857203,2.014346254,1.010311695,1.60962266,1.337646553,D_Tfree-Tcast_anc,0.981729918,1.362540277,0.446298876636771,0.355916636,0.630321519,B_Tbrev_anc,1.317017316,0.478597747,-1.0631144908608,0.686695796,0.540403788,A_MRCA,1.141980739,0.473216202,-1.07942862421392,0.601576951
T_cast_DN4583_c0_g1_i2.p1.p1,XM_963684.3,0,606,LG9,OG0012047,TC011710,LG9,14615309,1313,35.36,1,Mpv17-like protein [Source:UniProtKB/TrEMBL;Acc:D6X0D0],iB_01880,LG9,I,10,low,Male,LG9,Autosome,1.01331825,D_Tfree-Tcast_anc,0.85946594,0.23757497,1.1790092,0.15385231,1.134021607,C_Tconf_anc,0.913533845,1.241356971,0.311918044,0.220487762,0.691219489,D_Tfree-Tcast_anc,0.859465943,0.804243024,-0.314296578228733,0.168246454,0.79537576,B_Tbrev_anc,0.864894075,0.919622164,-0.12088685794019,0.069518314,0.626110895,A_MRCA,0.81107607,0.771950891,-0.373419024567818,0.184965175
T_cast_DN4588_c0_g1_i2.p1.p1,XM_965823.4,0,1509,LG6,OG0012311,TC033309,LG6,276207,1718,36.11,1,Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:A0A139WGU3],iB_02463,LG6,II,50,low,Male,LG6,Autosome,2.15639628,D_Tfree-Tcast_anc,2.20449883,-0.0318284,0.97817982,0.04810255,0.994083182,C_Tconf_anc,1.662099182,0.598088967,-0.741567991,0.668016,2.397000905,D_Tfree-Tcast_anc,2.20449883,1.087322376,0.120779742345124,0.192502075,1.833234352,B_Tbrev_anc,1.656089612,1.106965673,0.146610485010595,0.17714474,1.28841661,A_MRCA,1.573221852,0.818966892,-0.288122964915721,0.284805241
T_cast_DN459_c0_g1_i14.p1.p1,XM_962672.3,0,444,LG9,OG0013035,TC012812,LG9,16054541,1242,33.65,1,Golgin subfamily A member 7B-like Protein [Source:UniProtKB/TrEMBL;Acc:D6X0V0],iB_07709,LG9,II,50,low,Male,LG9,Autosome,0.79379591,D_Tfree-Tcast_anc,0.86863134,-0.1299759,0.91384673,0.07483543,1.224101671,C_Tconf_anc,1.085932255,1.12723576,0.172789285,0.138169416,0.885616168,D_Tfree-Tcast_anc,0.868631339,1.019553552,0.0279375553487575,0.016984828,1.268901329,B_Tbrev_anc,1.129758908,1.123161163,0.167564955619117,0.139142421,1.205621931,A_MRCA,1.14685725,1.051239751,0.072091735598783,0.05876468
T_cast_DN459_c0_g1_i22.p1.p1,XM_015983641.1,0,2826,LG9,OG0011327,TC011654,LG9,16048967,2963,39.63,1,Phosphodiesterase [Source:UniProtKB/TrEMBL;Acc:D6X0V1],iB_01873,LG9,I,0,low,Male,LG9,Autosome,0.866926,D_Tfree-Tcast_anc,0.74705498,0.21469444,1.16045811,0.11987103,0.604215487,C_Tconf_anc,0.757378201,0.797772481,-0.325950736,0.153162714,0.624435664,D_Tfree-Tcast_anc,0.747054975,0.835863069,-0.258661475798609,0.122619311,0.446315049,B_Tbrev_anc,0.810563904,0.550622902,-0.860863478382947,0.364248855,1.873265353,A_MRCA,1.050080236,1.783925921,0.835055707412537,0.823185117
T_cast_DN4590_c0_g2_i2.p1.p1,XM_015980605.1,0,1218,LG5,OG0012970,TC013321,LG5,11087603,1625,31.94,1,PDF receptor-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WM84],iB_05418,LG5,I,40,low,Male,LG5,Autosome,0.08559093,D_Tfree-Tcast_anc,0.09781791,-0.1926409,0.87500256,0.01222699,0.092303654,C_Tconf_anc,0.148870611,0.620026029,-0.689599314,0.056566957,0.096453476,D_Tfree-Tcast_anc,0.097817914,0.986051248,-0.0202654648568397,0.001364438,0.170359753,B_Tbrev_anc,0.187651414,0.907852221,-0.139470617747033,0.017291661,0.51043633,A_MRCA,0.260402099,1.960185156,0.97098993567298,0.25003423
T_cast_DN4591_c0_g1_i1.p1.p1,XM_968387.3,0,2520,LG9,OG0013424,TC012305,LG9,3970062,2624,46.39,1,Wolframin-like Protein [Source:UniProtKB/TrEMBL;Acc:D6X0P3],iB_06414,LG9,III,40,low,Male,LG9,Autosome,0.60712396,D_Tfree-Tcast_anc,0.6867747,-0.1778458,0.88402203,0.07965074,1.029186091,C_Tconf_anc,0.831302031,1.238041112,0.308059224,0.19788406,0.727948866,D_Tfree-Tcast_anc,0.686774699,1.059952947,0.0840002225158087,0.041174167,0.858178836,B_Tbrev_anc,0.826541208,1.038277133,0.0541915741712298,0.031637628,0.733176864,A_MRCA,0.805498341,0.910215238,-0.135720355526111,0.072321477
T_cast_DN4595_c0_g1_i15.p1.p1,XM_965976.3,0,2076,LG2,OG0013548,TC004422,LG2,5393040,2160,35.4,2,Prestin-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WD12],iB_00691,LG2,I,20,low,Male,LG2,"LG2,Neo-X",0.09865359,D_Tfree-Tcast_anc,0.15368113,-0.6394966,0.64193692,0.05502754,0.375789005,C_Tconf_anc,0.324983369,1.156333034,0.209556966,0.050805636,0.163103994,D_Tfree-Tcast_anc,0.153681132,1.061314372,0.0858520609634715,0.009422862,0.595482637,B_Tbrev_anc,0.378126537,1.574823711,0.655190339088025,0.217356099,0.381564703,A_MRCA,0.378901446,1.007028891,0.0101050740158272,0.002663257
T_cast_DN4598_c0_g1_i1.p1.p1,XM_015980530.1,0,708,LG5,OG0010101,TC033125,LG5,8736173,840,34.72,2,Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL;Acc:A0A139WGQ8],iB_13383,LG5,III,40,low,Male,LG5,Autosome,0.96638696,D_Tfree-Tcast_anc,0.69316967,0.47939245,1.39415643,0.27321729,0.496436854,C_Tconf_anc,0.505372036,0.982319595,-0.025735618,0.008935182,0.469948526,D_Tfree-Tcast_anc,0.693169671,0.677970409,-0.560705787800753,0.223221145,0.278622955,B_Tbrev_anc,0.43215002,0.644736647,-0.633218106132402,0.153527065,0.161674589,A_MRCA,0.371189076,0.435558585,-1.19906131259428,0.209514487
T_cast_DN46_c0_g1_i5.p1.p1,XM_015978293.1,0,2664,LG3,OG0010935,TC031054,LG3,16232596,3565,32.86,1,Protein HIRA homolog-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WKI8],iB_00281,LG3,I,30,low,Male,LG3,Autosome,0.33713792,D_Tfree-Tcast_anc,0.39784177,-0.2388559,0.84741709,0.06070386,0.616230917,C_Tconf_anc,0.483919147,1.273417101,0.348705043,0.13231177,0.43562981,D_Tfree-Tcast_anc,0.397841773,1.094982578,0.130907916027658,0.037788037,0.484026949,B_Tbrev_anc,0.476458499,1.015884805,0.0227368183093803,0.00756845,0.406637855,A_MRCA,0.460722015,0.882609994,-0.180152012274148,0.05408416
T_cast_DN46_c0_g1_i5.p1.p1,XM_015978293.1,0,2664,LG3,OG0010935,TC031054,LG3,16232596,3565,32.86,1,Protein HIRA homolog-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WKI8],iB_07039,LG3,I,10,low,Male,LG3,Autosome,0.33713792,D_Tfree-Tcast_anc,0.39784177,-0.2388559,0.84741709,0.06070386,0.616230917,C_Tconf_anc,0.483919147,1.273417101,0.348705043,0.13231177,0.43562981,D_Tfree-Tcast_anc,0.397841773,1.094982578,0.130907916027658,0.037788037,0.484026949,B_Tbrev_anc,0.476458499,1.015884805,0.0227368183093803,0.00756845,0.406637855,A_MRCA,0.460722015,0.882609994,-0.180152012274148,0.05408416
T_cast_DN4602_c0_g1_i1.p1.p1,XM_008202018.2,0,1071,LGX,OG0012537,TC001612,LGX,1323561,1912,41.62,1,G protein alpha i subunit-like Protein [Source:UniProtKB/TrEMBL;Acc:D6W6J7],iB_03219,LGX,I,50,low,Male,LGX,X,0.93544688,D_Tfree-Tcast_anc,1.02325794,-0.1294422,0.91418483,0.08781106,2.467469832,C_Tconf_anc,1.666830195,1.480336653,0.565925306,0.800639637,0.939734946,D_Tfree-Tcast_anc,1.023257935,0.91837543,-0.122844049212101,0.083522988,2.195524372,B_Tbrev_anc,1.671394735,1.313588182,0.393513053052901,0.524129637,0.751384302,A_MRCA,1.464038732,0.513227065,-0.962330840804464,0.71265443
T_cast_DN4606_c0_g1_i1.p1.p1,XM_965498.4,0,987,LG5,OG0011412,TC014005,LG5,4019681,1032,43.84,1,Reticulocalbin-2-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WJ52],iB_06319,LG5,I,10,low,Male,LG5,Autosome,2.4367198,D_Tfree-Tcast_anc,2.3056453,0.07976977,1.05684938,0.13107449,2.186354253,C_Tconf_anc,2.531834725,0.863545409,-0.211656052,0.345480472,2.114353874,D_Tfree-Tcast_anc,2.305645302,0.917033453,-0.124953730643587,0.191291429,3.951844156,B_Tbrev_anc,2.734003355,1.445442321,0.531511040800299,1.217840801,2.035235067,A_MRCA,2.576511881,0.789918759,-0.340223811578146,0.541276814
T_cast_DN4609_c0_g1_i1.p1.p1,XM_966883.3,0,2322,LG7,OG0011070,TC009545,LG7,2252077,2817,35.71,1,Cullin homolog 1-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WSD5],iB_10263,LG7,II,80,low,Male,LG7,Autosome,2.13754308,D_Tfree-Tcast_anc,2.19861393,-0.0406408,0.97222302,0.06107085,2.237031445,C_Tconf_anc,2.25006724,0.994206486,-0.008382579,0.013035795,2.245986708,D_Tfree-Tcast_anc,2.198613934,1.021546654,0.030755093888371,0.047372774,2.258375845,B_Tbrev_anc,2.275082788,0.992656556,-0.0106334414251387,0.016706943,2.493405552,A_MRCA,2.324289334,1.072760398,0.101327885306036,0.169116218
T_cast_DN4610_c0_g1_i1.p1.p1,XM_961456.3,0,3369,LG5,OG0011987,TC014075,LG5,5376890,3498,39.59,1,DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:D6WK19],iB_05550,LG5,I,100,high,Male,LG5,Autosome,0.31421524,D_Tfree-Tcast_anc,0.33789126,-0.1048059,0.92993006,0.02367602,0.292544227,C_Tconf_anc,0.334960482,0.873369376,-0.195336149,0.042416255,0.362347517,D_Tfree-Tcast_anc,0.337891256,1.072379088,0.100814991974952,0.024456261,0.368748492,B_Tbrev_anc,0.347344005,1.061623309,0.0862719513728307,0.021404487,0.401390964,A_MRCA,0.359525347,1.116446915,0.158914655214948,0.041865617
T_cast_DN462_c0_g2_i1.p1.p1,XM_965652.4,0,1077,LG8,OG0011560,TC006476,LG8,10238231,1502,45.22,1,RNA-binding protein lark-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WX34],iB_12252,LG8,III,60,low,Male,LG8,Autosome,3.37565594,D_Tfree-Tcast_anc,3.33976706,0.01542039,1.01074593,0.03588889,6.180569151,C_Tconf_anc,4.663699935,1.325250174,0.40626473,1.516869216,2.951416154,D_Tfree-Tcast_anc,3.339767057,0.883719165,-0.178340123366638,0.388350903,4.969177691,B_Tbrev_anc,4.714739277,1.053966592,0.075829138673709,0.254438413,4.634857816,A_MRCA,4.696735242,0.986825439,-0.0191331883691359,0.061877426
T_cast_DN462_c0_g3_i1.p1.p1,XM_962954.3,0,3924,LG3,OG0011213,TC031068,LG3,27069578,4725,28.76,1,Ubiquitin carboxyl-terminal hydrolase 64E-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WJZ2],iB_02738,LG3,I,30,low,Male,LG3,Autosome,1.74764314,D_Tfree-Tcast_anc,1.67071295,0.06494674,1.04604632,0.07693019,3.561215101,C_Tconf_anc,2.294290555,1.552207541,0.634321469,1.266924546,1.427771771,D_Tfree-Tcast_anc,1.670712954,0.854588316,-0.226698501745018,0.242941184,1.684795454,B_Tbrev_anc,2.14156961,0.786710573,-0.346095122869615,0.456774156,1.826069075,A_MRCA,2.07046071,0.881962679,-0.181210486385563,0.244391635
T_cast_DN4620_c0_g1_i1.p1.p1,XM_967753.3,0,634,LG7,OG0015096,TC009462,LG7,799007,1103,33.69,1,Ras-related protein Rab6-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WRD4],iB_01559,LG7,I,30,low,Male,LG7,Autosome,0.53923653,D_Tfree-Tcast_anc,0.84786956,-0.6529241,0.63598996,0.30863303,0.410916963,C_Tconf_anc,0.604170493,0.680134113,-0.55610884,0.19325353,1.221381001,D_Tfree-Tcast_anc,0.847869558,1.44052937,0.526599075354486,0.373511443,0.541886478,B_Tbrev_anc,0.567273246,0.955247725,-0.0660531784016128,0.025386768,0.336342396,A_MRCA,0.515225034,0.652806781,-0.61527205053832,0.178882638
T_cast_DN4628_c0_g1_i1.p1.p1,XM_968991.4,0,1626,LG8,OG0011809,TC005345,LG8,14244691,1971,44.06,1,Protein wntless-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WUV8],iB_00832,LG8,I,40,low,Male,LG8,Autosome,0.7841965,D_Tfree-Tcast_anc,0.87165134,-0.152536,0.89966764,0.08745484,1.255448792,C_Tconf_anc,1.019613289,1.23129897,0.300181103,0.235835503,0.91971523,D_Tfree-Tcast_anc,0.871651338,1.05514119,0.0774360611810874,0.048063892,1.115912257,B_Tbrev_anc,1.004101552,1.111353981,0.152318407426041,0.111810705,0.684008573,A_MRCA,0.931957587,0.733948178,-0.44624989256625,0.247949014
T_cast_DN463_c0_g1_i11.p2.p1,XM_015981223.1,0,1368,LG7,OG0012391,TC009370,LG7,1132276,1663,38.17,1,Putative G-protein coupled receptor Mth-like 5 [Source:UniProtKB/TrEMBL;Acc:D6WR19],iB_09186,LG7,III,60,low,Male,LG7,Autosome,0.62265897,D_Tfree-Tcast_anc,0.77966622,-0.3244144,0.79862248,0.15700725,1.224276381,C_Tconf_anc,1.06999526,1.144188602,0.194324878,0.154281121,0.859381058,D_Tfree-Tcast_anc,0.779666218,1.102242264,0.140441351830408,0.079714839,1.484253454,B_Tbrev_anc,1.138252296,1.303975805,0.382917100769884,0.346001158,1.020990578,A_MRCA,1.111823334,0.918302888,-0.122958011858917,0.090832755
T_cast_DN4630_c0_g1_i6.p2.p1,XM_008200749.2,0,867,LG3,OG0012714,TC010371,LG3,24606715,1015,29.68,1,,iB_04825,LG3,II,60,low,Male,LG3,Autosome,0.10205803,D_Tfree-Tcast_anc,0.087156,0.22771779,1.1709811,0.01490203,0.182020983,C_Tconf_anc,0.128666761,1.41466982,0.500465371,0.053354222,0.061202833,D_Tfree-Tcast_anc,0.087156001,0.70222168,-0.510001556922633,0.025953167,0.148825641,B_Tbrev_anc,0.128413261,1.158958501,0.212828908260317,0.020412379,0.089343735,A_MRCA,0.119607599,0.746973733,-0.420870582243139,0.030263864
T_cast_DN4637_c0_g1_i11.p1.p1,XM_965920.4,0,1436,LG2,OG0012412,TC001320,LG2,14457974,1700,35,1,Protein inscuteable homolog-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WBX5],iB_00238,LG2,I,20,low,Male,LG2,"LG2,Neo-X",0.77876573,D_Tfree-Tcast_anc,0.80226802,-0.0428949,0.97070519,0.02350229,0.600242417,C_Tconf_anc,0.722212735,0.831115803,-0.266878588,0.121970318,0.847082904,D_Tfree-Tcast_anc,0.80226802,1.05586024,0.0784188829779136,0.044814884,0.530705865,B_Tbrev_anc,0.728804369,0.728186998,-0.457619114027421,0.198098503,1.139000614,A_MRCA,0.821256205,1.386900467,0.471864254684232,0.31774441
T_cast_DN4638_c0_g1_i1.p1.p1,XM_971167.3,0,903,LG5,OG0010972,TC013035,LG5,14853513,1034,41.37,1,,iB_15799,LG5,III,40,low,Male,LG5,Autosome,0.33845124,D_Tfree-Tcast_anc,0.35360906,-0.0632072,0.95713398,0.01515781,0.135934968,C_Tconf_anc,0.284155213,0.478382805,-1.063762559,0.148220245,0.387257111,D_Tfree-Tcast_anc,0.353609055,1.095156092,0.131136510750703,0.033648056,0.194401185,B_Tbrev_anc,0.303440231,0.640657253,-0.642375362096562,0.109039046,0.646829727,A_MRCA,0.380834868,1.69845196,0.764220412779493,0.26599486
T_cast_DN4639_c0_g1_i2.p1.p1,XM_962071.4,0,2130,LG4,OG0010254,TC030745,LG4,1418356,2465,48.52,1,WD repeat-containing and planar cell polarity effector protein fritz-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A2G0],iB_09847,LG4,II,40,low,Male,LG4,Autosome,0.22243801,D_Tfree-Tcast_anc,0.34258547,-0.6230607,0.649292,0.12014747,0.655117225,C_Tconf_anc,0.504668168,1.298114812,0.376417989,0.150449057,0.419582718,D_Tfree-Tcast_anc,0.342585472,1.224753389,0.292491283544691,0.076997246,0.67383711,B_Tbrev_anc,0.522195955,1.290391286,0.367808600822272,0.151641155,0.377758586,A_MRCA,0.489642025,0.771499517,-0.374262841088482,0.111883439
